@relation 'flchain'
@attribute 'age' numeric
@attribute 'sex' {'F','M'}
@attribute 'sample.yr' numeric
@attribute 'kappa' numeric
@attribute 'lambda' numeric
@attribute 'flc.grp' {'1','10','2','3','4','5','6','7','8','9'}
@attribute 'mgus' {'0','1'}
@attribute 'time' numeric
@attribute 'status' numeric
@data
58,"M",2001,1.55,1.05,"5","0",2891,0
52,"M",1996,2.22,1.75,"9","0",4596,0
79,"F",1996,2.21,1.75,"9","0",2423,1
73,"F",2000,1.32,0.955,"3","0",3205,0
69,"M",1998,1.18,1.31,"4","0",3934,0
50,"F",1998,1.3,1.33,"5","0",4057,0
89,"F",1998,2.25,2.55,"10","0",487,1
52,"F",1997,0.919,0.522,"1","1",4491,0
50,"M",1996,1.02,1.03,"2","0",2498,0
52,"M",1996,0.92,1.67,"5","0",4634,0
60,"M",1996,1.58,1.51,"7","0",4877,0
57,"F",1996,0.36,0.91,"1","0",4928,0
65,"F",1996,1.7,3.17,"10","0",3558,1
55,"M",1997,1.08,1.28,"4","0",4264,0
57,"M",1999,1.23,1.32,"4","0",3447,1
50,"F",1999,2.5,2.45,"10","0",1921,1
50,"M",1996,1.09,1.36,"4","0",4831,0
55,"M",1995,1.53,1.43,"6","0",4953,0
56,"F",1996,1.79,2.13,"9","0",4891,0
80,"M",1996,2.96,5.18,"10","0",21,1
68,"M",1996,0.93,1.36,"3","0",4927,0
62,"F",1997,0.715,0.442,"1","0",4558,0
59,"M",1995,1.64,1.97,"8","0",5053,0
77,"F",1998,1.66,1.7,"7","0",4060,0
68,"F",1995,1.6,1.52,"7","0",3524,1
54,"M",1999,0.896,0.948,"2","0",3276,0
86,"M",1995,1.14,1.76,"6","0",2496,0
56,"F",1996,1.2,1.72,"6","0",4128,1
58,"F",1995,1.05,1.47,"4","0",4934,0
73,"F",1996,0.97,1.14,"3","0",4726,0
54,"F",1996,0.9,0.81,"1","0",4912,0
57,"M",1996,2.94,2.02,"10","0",4675,0
54,"F",2003,0.92,1.1,"2","0",2234,0
52,"F",1997,0.865,1.29,"3","0",4365,0
71,"M",1996,0.4,1.5,"2","0",4904,0
67,"F",1997,1.33,1.22,"4","0",4562,0
62,"F",1998,1.24,1.46,"5","0",4179,0
86,"F",1996,2.72,2.56,"10","0",459,1
69,"F",1996,1.26,1.34,"5","0",4785,0
53,"M",1996,0.95,1.32,"3","0",4855,0
69,"F",1996,0.406,1.64,"2","1",4564,0
86,"F",1997,1.79,3.47,"10","0",170,1
77,"F",1995,0.79,1.3,"3","0",4946,0
69,"M",1995,1.06,1.74,"5","0",4971,0
76,"F",1995,1.61,2.51,"9","0",4940,0
59,"M",1996,2.24,2.29,"9","0",4083,1
62,"F",1996,1.39,1.44,"6","0",4753,0
58,"F",1996,1.76,1.48,"7","0",3790,0
75,"F",1998,0.881,1.11,"2","0",3434,0
54,"M",1997,1.71,2.33,"9","0",3524,0
65,"M",1996,0.82,1.47,"3","0",4864,0
62,"M",1999,0.572,1.06,"1","0",1131,0
76,"F",1996,1.11,2.19,"7","0",2226,1
51,"F",1998,0.58,1.31,"2","0",3918,0
77,"F",1996,1.46,2.82,"9","0",2235,0
74,"M",1997,3.15,3.86,"10","0",887,1
67,"F",1996,0.51,1.09,"1","0",4884,0
54,"F",1997,0.953,1.21,"3","0",4556,0
85,"F",1997,1.53,1.04,"5","0",2920,1
55,"M",1996,0.911,1.05,"2","0",4620,0
66,"M",1997,1.1,1.13,"3","0",4422,0
57,"M",1996,0.937,1.52,"4","0",4627,0
64,"F",1997,0.844,1.2,"2","0",4509,0
55,"F",1996,0.38,0.87,"1","0",4828,0
62,"F",1996,3.66,2.82,"10","0",4680,0
62,"M",1995,0.79,1.05,"2","0",4975,0
57,"F",1998,1.04,1.55,"5","0",4009,0
61,"F",2001,0.762,1.08,"2","0",2812,0
56,"M",1996,1.29,1.8,"7","0",1777,1
67,"M",1996,1.49,1.44,"6","0",3982,1
57,"M",1998,0.89,0.98,"2","0",3378,1
74,"M",1995,1.95,1.74,"8","0",5095,0
70,"M",1996,0.59,0.95,"1","0",4897,0
50,"F",1999,0.869,1.25,"3","0",3769,0
55,"F",1997,0.82,0.972,"2","0",4281,0
56,"M",1998,0.847,0.99,"2","0",4190,0
60,"M",1996,1.5,2.19,"8","0",4850,0
50,"M",1996,0.97,2.19,"7","0",4851,0
68,"F",1996,1.53,1.55,"7","0",4652,0
63,"M",1996,1.86,1.29,"7","0",4583,0
68,"F",1997,1.54,1.77,"7","0",4074,1
83,"M",1996,1.5,1.88,"8","0",3236,1
50,"M",1997,0.906,1.59,"4","0",4381,0
65,"F",1996,0.76,1.14,"2","0",2717,0
59,"F",1998,1.21,1.57,"5","0",4045,0
82,"F",1996,2.12,2.33,"9","0",4831,0
55,"M",2001,1.89,1.82,"8","0",3045,0
53,"M",1996,0.958,2.19,"7","0",4619,0
78,"M",1995,1.67,1.68,"7","0",3365,1
55,"F",1996,1.25,1.66,"6","0",4653,0
79,"M",1996,1.29,0.92248062015503,"3","0",1860,1
73,"M",1996,2.08,1.75,"8","0",215,1
64,"F",1997,1.19,0.969,"3","0",4558,0
52,"F",1995,0.87,1.23,"3","0",4969,0
74,"F",1996,1.19,1.18,"4","0",2080,1
70,"M",1996,2.48,1.78,"9","0",1843,1
64,"M",1996,0.69,1.13,"2","0",3875,1
59,"F",1996,1.41,1.43,"6","0",4919,0
50,"F",1996,1.08,1.54,"5","0",4589,0
60,"M",2001,1.65,1.66,"7","0",1430,1
81,"M",1995,2.26,2.61,"10","0",3178,1
70,"F",1996,1.28,1.11,"4","0",4266,1
59,"F",1996,0.886,1.06,"2","0",4792,0
73,"F",2000,1.16,1.16,"3","0",2277,1
51,"M",1998,1.48,1.44,"6","0",4027,1
59,"F",1997,1.6,1.23,"6","0",4269,0
50,"F",1996,0.98,1.85,"6","0",4915,0
76,"M",1995,1.33,2.6,"9","0",2623,1
68,"F",1996,0.87,1.33,"3","0",4907,0
77,"F",2000,1,1.48,"4","0",1980,1
57,"M",1996,1.7,1.66,"7","0",4904,0
73,"F",2000,1.1,1.5,"5","0",3367,0
68,"M",1995,1.63,2.62,"9","0",3024,1
55,"F",1996,1.79,1.94,"8","0",4911,0
58,"F",1996,0.98,1.34,"3","0",4892,0
55,"F",1995,2.84,4.18,"10","0",1798,1
67,"F",1999,1.84,2.05,"9","0",3584,0
51,"M",2000,1.46,0.933,"4","0",3352,0
68,"F",1996,1.07,1.91,"6","0",4605,0
51,"F",1998,2.7,2.27,"10","0",4141,0
57,"F",1999,1.48,1.41,"6","0",3602,0
62,"F",1995,0.43,0.64,"1","0",4971,0
68,"F",1997,1.43,2.04,"8","0",4526,0
62,"F",1996,1.05,1.13,"3","0",2843,1
50,"M",1997,1.09,1.16,"3","0",3282,1
79,"M",1996,2.83,2.2,"10","0",3933,1
58,"M",1996,1.84,2.49,"9","0",4850,0
56,"M",2003,1.74,1.71,"8","0",2251,0
53,"M",1998,1.63,1.62,"7","0",4150,0
67,"M",1996,2.77,1.81,"9","0",3412,1
67,"M",1996,1.29,1.58,"6","0",1987,1
58,"F",1998,1.36,1.49,"6","0",4102,0
60,"M",1995,1.08,1.89,"6","0",4988,0
55,"F",1996,0.687,0.59,"1","0",4795,0
59,"F",1998,4.92,3.97,"10","0",4066,0
70,"M",1997,0.77,1.26,"2","0",2061,1
74,"M",1997,1.3,1.42,"5","0",4547,0
77,"M",1996,4.24,3.99,"10","0",893,1
60,"F",1997,1.95,2.53,"9","0",167,1
90,"F",1997,2.01,1.86,"9","0",1355,1
70,"M",1995,1.12,1.26,"4","0",4467,1
63,"F",1997,1.34,1.59,"6","0",4416,0
80,"F",1996,0.79,1.32,"3","0",2590,1
69,"F",1997,1.52,1.27,"5","0",4364,0
72,"M",1996,1.63,1.93,"8","0",2441,1
58,"F",2000,1.32,1.53,"6","0",3401,0
55,"F",1997,0.858,1.47,"3","0",2699,0
57,"M",1997,1.41,1.05,"4","0",4505,0
81,"F",1997,3.23,3.23,"10","0",430,1
59,"F",1997,1.01,0.482,"1","1",2989,0
63,"M",1995,0.91,1.35,"3","0",3871,0
77,"F",1996,2.03,3.64,"10","0",1259,0
51,"M",1995,1.55,1.93,"8","0",5088,0
57,"F",1996,0.697,1.37,"2","0",4691,0
70,"F",1996,1,1.51,"4","0",4859,0
61,"M",1996,0.97,1.37,"4","0",4604,0
66,"M",1996,2.47,3.32,"10","0",696,1
78,"M",1996,0.54,1.07,"1","0",906,1
53,"F",1996,0.44,0.8,"1","0",4887,0
65,"F",1996,1.29,1.04,"3","0",4667,0
75,"M",1995,1.17,1.58,"5","0",3914,1
83,"F",1996,1.21,1.27,"4","0",3538,1
63,"M",1995,1.95,1.62,"8","0",5011,0
77,"M",1996,2.01,2.1,"9","0",2446,1
81,"F",1995,1.24,1.82,"6","0",467,0
74,"F",1997,1,1.37,"4","0",4047,1
72,"F",1996,2.99,2.94,"10","0",3969,1
66,"F",2003,1.46,1.04,"4","0",437,0
50,"F",1996,0.66,0.99,"1","0",4873,0
67,"M",1996,3.04,3.03,"10","0",1060,1
78,"M",1996,3.36,3.21,"10","0",3714,1
58,"F",1995,0.53,0.35,"1","0",2996,1
65,"M",1998,1.35,1.6,"6","0",1191,1
70,"F",1997,0.891,1.26,"3","0",4381,0
52,"F",1998,1.06,1.54,"5","0",4081,0
83,"F",1997,2.44,2.38,"10","0",3608,1
54,"M",1997,1.04,1.93,"6","0",4367,0
66,"M",1997,1.04,1.26,"3","0",4276,0
62,"F",1995,0.79,1.99,"5","0",4947,0
70,"F",1996,1.01,1.27,"3","0",4716,0
51,"M",1997,0.878,1.42,"3","0",4536,0
56,"M",1995,1.39,1.44,"6","0",4990,0
54,"F",1996,0.41,0.86,"1","0",4887,0
89,"F",1996,2.74,3.32,"10","0",2912,1
66,"M",1995,1.16,1.46,"5","0",4974,0
59,"F",2002,1.92,2.17,"9","0",1525,0
73,"F",1995,1.4,1.58,"6","0",1491,1
51,"M",2000,1.56,1.61,"7","0",3337,0
68,"F",1997,0.343,1.05,"1","0",4478,0
58,"M",1996,0.936,1.19,"3","0",4606,0
70,"M",1995,1.38,2.85,"9","0",3408,1
60,"F",1997,3.63,2.3,"10","0",4444,0
56,"F",1995,0.64,1.26,"2","0",5118,0
79,"F",1997,1.38,1.08,"4","0",3537,1
80,"F",1996,2.26,3.71,"10","0",1973,0
54,"M",1996,1.76,1.5,"7","0",4625,0
69,"F",1995,0.79,1.03,"2","0",4636,1
53,"M",1999,1.29,2.09,"8","0",3554,0
65,"M",1996,0.68,1.33,"2","0",4733,0
75,"F",1996,0.59,1.22,"2","0",4834,0
57,"F",2000,1.47,1.67,"7","0",3205,0
64,"F",1996,0.92,1.32,"3","0",4837,0
78,"M",1995,1.41,1.46,"6","0",3097,1
54,"F",1997,1.67,1.97,"8","0",4415,0
66,"F",1995,0.92,1.29,"3","0",4989,0
54,"F",1999,1.3,1.23,"4","0",3711,0
58,"F",1999,0.668,0.534,"1","0",2773,1
77,"M",1995,2.62,2.38,"10","0",2293,1
75,"M",1996,2.27,1.73,"9","0",4912,0
59,"M",1997,0.816,1.44,"3","0",4339,0
64,"M",1996,2.16,1.8,"9","0",4831,0
70,"M",1996,1.39,2.56,"9","0",4768,0
50,"M",2001,1.72,1.3,"6","0",2889,0
64,"F",1995,1.48,1.23,"5","0",4975,0
75,"F",1996,2.1,1.44,"8","0",1977,1
62,"M",1995,2.44,2.71,"10","0",4949,0
58,"M",1997,1.97,2.19,"9","0",4484,0
75,"F",1998,3.66,3.37,"10","0",4009,1
53,"F",1999,0.947,1.26,"3","0",3534,0
65,"F",1998,0.97,1.45,"4","0",1971,1
69,"M",1997,0.854,1.78,"5","0",4347,0
51,"F",1998,0.968,1.26,"3","0",3991,0
58,"F",1997,0.851,1.13,"2","0",4439,0
71,"F",1996,2.01,2.79,"10","0",4674,1
62,"F",1996,1.67,1.46,"7","0",4593,0
50,"F",2003,1.76,2.21,"9","0",1868,0
57,"M",1995,0.53,0.7,"1","0",4989,0
54,"F",1996,1.74,2.08,"8","0",4897,0
59,"F",1995,1.27,1.61,"6","0",4995,0
75,"F",1996,0.785,1.05,"2","0",4607,0
54,"M",1997,1.87,1.23,"7","0",3144,1
65,"M",1996,1.02,1.03,"2","0",4927,0
86,"F",1996,1.04,1.33,"4","0",2841,0
70,"F",1996,1.4,1.56,"6","0",4760,0
83,"F",1996,0.83,0.9,"1","0",1953,1
62,"F",1996,0.273,0.246,"1","0",2021,1
53,"M",1997,0.87,0.857,"1","0",1058,0
57,"M",1997,1.43,1.62,"6","0",4543,0
76,"F",1997,1.89,1.86,"8","0",4296,0
54,"M",1996,1.88,1.65,"8","0",4656,0
51,"M",1997,1,1.2,"3","0",4535,0
77,"F",1995,1.26,1.58,"6","0",4491,1
53,"M",1997,1.19,1.48,"5","0",4219,0
74,"F",1996,1.36,1.18,"4","0",4759,0
70,"F",1996,1.23,2.46,"8","0",4656,0
57,"M",1996,1.64,2.21,"8","0",4862,0
58,"M",1996,0.903,1.01,"2","0",4689,0
88,"M",1995,1.45,1.64,"7","0",3146,1
79,"F",1998,1.14,2.11,"7","0",160,1
58,"M",1997,1.21,1.43,"5","0",4414,0
62,"M",2001,1.12,1.36,"4","0",2980,0
51,"F",2000,1.25,1.1,"4","0",3248,0
74,"M",1999,6.78,5.28,"10","0",3760,0
62,"M",1996,0.738,1.27,"2","0",4656,0
59,"F",1998,1.57,1.42,"6","0",4078,0
68,"F",1996,0.632,1.24,"2","0",4772,0
59,"F",1996,1.66,1.39,"6","0",4600,0
57,"M",1996,1.55,1.6,"7","0",4689,0
86,"M",1996,1.26,2.79,"9","0",871,1
82,"F",1996,0.95,1.54,"4","0",2534,0
53,"F",1998,1.65,1.8,"8","0",4144,0
58,"F",1995,1.63,1.41,"6","0",4977,0
60,"F",1996,1.48,1.31,"5","0",4347,1
83,"F",1996,2.84,2.63,"10","0",2877,1
50,"F",2001,0.919,1.49,"4","0",2745,0
50,"F",1995,1.06,1.88,"6","0",5060,0
82,"F",1995,1.6,1.18,"5","0",2001,1
67,"F",1996,0.71,1.47,"3","0",4887,0
51,"F",1996,0.765,1.01,"2","0",4642,0
50,"F",1997,1.25,1.69,"6","0",3324,1
58,"M",1996,1.98,1.74,"8","0",382,0
52,"F",1996,0.71,1.18,"2","0",4918,0
53,"M",2001,1.06,1.02,"2","0",296,0
93,"F",1996,2.72,3.11,"10","0",455,1
59,"M",2000,0.812,0.854,"1","0",3211,1
70,"F",1997,1.69,1.77,"8","0",898,0
55,"M",1995,0.96,1.17,"3","0",4975,0
78,"F",1996,0.9,1.72,"5","0",2430,1
54,"M",1996,1.5,1.77,"7","0",4733,0
80,"F",1995,1.8,2.02,"8","0",4995,0
61,"F",1995,0.97,1.34,"3","0",4939,0
54,"F",1996,2.73,2.71,"10","0",4611,0
77,"F",1997,3.65,3.06,"10","0",1457,1
75,"F",1997,4.54,5.51,"10","0",2091,1
63,"M",2003,1.27,1.65,"6","0",2300,0
84,"F",1996,0.884,1.61,"4","0",4435,0
68,"F",1995,1.48,1.55,"6","0",2016,1
54,"F",2001,1.53,1.63,"7","0",2951,0
67,"F",1995,2.05,2.97,"10","0",4963,0
54,"F",1997,0.72,1.37,"3","0",4331,0
71,"F",1997,1.2,1.07,"3","0",4215,0
60,"M",1997,1.13,1.69,"6","0",4467,0
83,"F",1995,0.82,1.18,"2","0",5025,0
58,"F",1997,1.6,1.7,"7","0",4362,0
60,"F",1995,2.87,2.01,"10","0",5055,0
50,"M",1997,0.895,1.25,"3","0",4243,0
80,"M",1997,2.26,3.37,"10","0",1807,1
55,"F",1998,0.96,1.11,"2","0",4149,0
58,"F",1996,0.942,1.35,"3","0",3347,0
53,"M",1997,0.607,0.938,"1","0",3023,0
58,"F",1997,1.17,2.16,"7","0",4536,0
72,"F",1995,1.66,1.68,"7","0",5073,0
52,"M",1997,0.798,1.27,"2","0",4536,0
57,"M",1996,0.29,1.03,"1","0",4817,0
54,"M",1998,1.1,1.15,"3","0",4060,0
72,"M",1996,1.09,3.56,"9","0",3975,0
74,"M",1997,1.63,1.26,"6","0",3934,0
53,"M",1996,0.785,1.02,"2","0",4680,0
52,"F",1997,0.799,1.13,"2","0",1026,1
68,"M",1997,0.971,1.41,"4","0",4512,0
51,"F",1999,0.77,1.23,"2","0",3771,0
71,"F",1996,0.51,0.95,"1","0",4866,0
51,"F",1997,0.962,1.68,"5","0",3603,0
72,"F",1995,0.77,1.16,"2","0",4991,0
61,"M",2001,7.45,5.5,"10","0",3086,0
56,"M",1999,4.07,5.15,"10","0",3714,0
84,"F",1996,2.58,4.24,"10","0",266,1
52,"M",1996,1.49,1.51,"6","0",4912,0
62,"F",1995,1.74,1.87,"8","0",3325,1
76,"F",1996,0.68,0.92,"1","0",3718,1
57,"F",1996,1.93,1.35,"7","0",4726,0
75,"M",1996,1.5,1.1,"5","0",4578,0
67,"F",1999,0.69,1.04,"1","0",1581,0
55,"F",1997,0.95,1.14,"3","0",4500,0
54,"F",1997,2.1,2.18,"9","0",4506,0
63,"M",1995,1.25,1.42,"5","0",4941,0
71,"F",1998,0.83,0.972,"2","0",3858,0
60,"M",1996,1.88,2.04,"9","0",4626,0
77,"M",2000,1.05,1.61,"5","0",1785,1
54,"M",1996,1.39,1.63,"6","0",550,0
70,"F",1995,1.69,2.03,"8","0",4667,1
55,"F",2000,2.21,3.06,"10","0",3276,0
90,"F",1996,0.43,0.88,"1","0",2851,1
54,"M",1998,1.27,1.22,"4","0",4100,0
78,"F",1996,0.341,1.16,"1","0",4626,0
60,"M",2002,1.02,1.12,"3","0",2532,0
66,"F",1996,0.522,0.826,"1","0",4589,0
93,"F",1997,2.76,2.24,"10","0",2218,1
66,"M",2000,1.59,1.97,"8","0",3129,0
86,"F",1997,1.5,1.47,"6","0",2916,1
56,"M",1996,0.942,1.32,"3","0",2161,1
51,"F",1996,1.55,1.65,"7","0",4794,0
58,"F",1999,1.4,1.29,"5","0",3651,0
63,"F",1996,1.37,1.68,"6","0",4921,0
66,"F",1998,1.9,1.95,"8","0",3586,1
55,"M",1996,2.7,1.74,"9","0",4626,0
59,"F",1995,1.03,1.58,"5","0",226,1
56,"M",2000,1.58,2.19,"8","0",3224,0
53,"F",1997,1.19,1.35,"4","0",4256,0
55,"M",1997,0.691,1.18,"2","0",4533,0
63,"F",1996,1.22,1.67,"6","0",4774,0
58,"F",1996,1.05,1.74,"5","0",2716,0
66,"M",1995,1.5,1.57,"7","0",5059,0
79,"F",1996,3.67,5.03,"10","0",2900,1
64,"F",1998,1.18,1.37,"4","0",3977,0
85,"M",1997,3.16,2.5,"10","0",871,1
77,"F",1996,1.06,1.66,"5","0",2998,1
57,"F",1997,0.891,1.71,"5","0",4306,0
50,"M",1996,0.38,1.43,"2","0",4893,0
66,"F",2003,2.01,2.19,"9","0",2323,0
66,"M",1997,1.06,1.13,"3","0",4558,0
52,"F",1998,0.86,1.05,"2","0",4096,0
83,"F",1996,2.16,2.26,"9","0",2302,1
58,"F",1996,1.34,1.52,"6","0",2579,1
56,"M",1996,1.36,1.79,"7","0",4668,0
62,"F",1996,1.27,1.07,"4","0",4631,0
53,"F",2003,1.54,1.95,"8","0",2267,0
55,"M",1998,1.26,1.44,"5","0",3981,0
79,"F",1996,2.56,2.31,"10","0",3958,1
56,"M",2003,1.55,1.82,"7","0",2300,0
83,"F",1995,0.86,1.05,"2","0",4990,0
60,"F",1995,1.57,2.74,"9","0",5046,0
63,"M",1997,1.27,1.97,"7","0",4413,0
76,"F",1997,0.776,0.864,"1","0",4313,0
50,"M",1999,1.2,1.01,"3","0",3830,0
56,"M",2003,1.67,1.73,"8","0",2281,0
50,"F",1996,1.11,2.5,"8","0",4743,0
71,"F",1997,1.16,1.68,"6","0",4490,1
68,"F",1996,1.42,1.61,"6","0",4877,0
78,"F",1996,0.32,1.07,"1","0",4883,0
50,"M",1996,1.54,1.47,"6","0",4744,1
65,"F",1997,1.37,1.18,"4","0",4549,0
69,"F",1996,0.39,0.71,"1","0",4759,0
56,"M",1998,1.68,1.64,"7","0",3934,0
51,"M",1996,1.22,1.25,"4","0",451,0
60,"M",1996,0.84,1.03,"2","0",4578,0
68,"F",1996,0.793,1.02,"2","0",4673,0
76,"F",1999,1.08,1.34,"4","0",3695,0
77,"M",1995,1.48,1.21,"5","0",736,1
91,"F",1996,0.43,0.94,"1","0",2905,0
70,"M",1997,1.07,0.857,"2","0",1695,1
53,"M",1998,1.14,1.57,"5","0",4079,0
56,"F",1996,0.42,0.91,"1","0",4740,0
52,"F",1997,0.976,1.51,"4","0",4362,0
66,"M",1997,1.42,1.57,"6","0",4288,0
79,"F",1995,1.38,1.33,"5","0",9,1
61,"F",1996,0.703,1.07,"2","0",4768,0
54,"F",1995,0.69,0.82,"1","0",4982,0
58,"F",1996,1.24,1.62,"6","0",4802,0
65,"M",1998,1.59,1.78,"7","0",3990,0
51,"F",1996,1.22,1.73,"6","0",4696,0
64,"F",1997,1.29,1.71,"6","0",4345,0
57,"M",1996,1,1.45,"4","0",4821,0
64,"F",1995,1.63,2.29,"9","0",5004,0
67,"M",1996,0.75,1.59,"4","0",4883,0
57,"M",1996,1.22,1.72,"6","0",4618,0
53,"M",1998,1.36,1.45,"6","0",4123,0
62,"M",1999,1.34,1.15,"4","0",3483,0
82,"F",2000,1.44,1.16,"5","0",3367,0
58,"M",1996,1.27,1.66,"6","0",4771,0
63,"M",1996,1.23,1.99,"7","0",4618,0
59,"F",1996,0.899,2.25,"7","0",4779,0
57,"M",1999,1.25,1.78,"6","0",3754,0
85,"M",1996,1.61,1.34,"6","0",783,1
71,"M",1998,4.73,3.25,"10","0",86,1
69,"M",1996,1.1,1.15,"3","0",1169,1
56,"F",1996,1.13,2.73,"9","0",4772,0
60,"M",1996,1.8,1.88,"8","0",4653,0
50,"F",1996,1.14,2.22,"7","0",4849,0
64,"F",1998,2.05,1.72,"8","0",3996,0
61,"F",1995,1.33,2.05,"8","0",5017,0
57,"F",1996,0.327,0.956,"1","0",4680,0
65,"M",1996,1.41,1.42,"6","0",4723,0
63,"F",1996,0.224,1.84,"2","1",4701,0
73,"F",1996,1.73,1.8,"8","0",4927,0
67,"M",1996,1.29,1.79,"7","0",4517,1
77,"F",1996,0.73,1.09,"2","0",4110,1
62,"F",1995,1.19,1.13,"3","0",4985,0
57,"F",1997,1.22,1.7,"6","0",4548,0
70,"M",1996,1.88,2.15,"9","0",4792,0
55,"F",1999,1.16,0.695,"2","1",3570,0
77,"F",1996,1.99,2.07,"9","0",1760,1
60,"F",1996,1.44,2.26,"8","0",4789,0
68,"F",1998,1.32,1.22,"4","0",4025,0
66,"M",1995,0.87,1.22,"3","0",4940,0
60,"F",1999,0.998,1.4,"4","0",3722,0
55,"F",1995,0.53,1.22,"1","0",4971,0
75,"M",1995,1.13,1.78,"6","0",4124,1
51,"F",1996,0.79,0.61,"1","0",4835,0
72,"F",1996,1.04,1.49,"4","0",4758,0
66,"M",1996,1.2,1.08,"3","0",4691,0
60,"M",2003,1.49,1.73,"7","0",553,1
76,"F",1996,1.2,1.29,"4","0",4306,1
81,"F",1997,1.01,0.614,"1","0",30,0
87,"F",1996,1.37,0.87,"3","0",1669,1
52,"M",1998,1.53,1.67,"7","0",60,0
56,"F",1995,0.79,1.71,"4","0",4970,0
52,"M",1997,0.688,0.965,"1","0",4281,0
53,"M",2003,2.38,2.02,"9","0",667,1
63,"F",1997,1.25,0.929,"3","0",4512,0
52,"F",1997,0.781,1.19,"2","0",4428,0
72,"M",1995,1.41,1.64,"6","0",3630,1
93,"M",1996,3.53,3.83,"10","0",28,1
52,"M",2003,1.54,1.25,"5","0",2272,0
69,"M",1996,2.49,3.13,"10","0",4810,0
66,"F",1996,1.05,1.28,"3","0",4264,0
59,"M",1998,0.631,0.483,"1","0",4052,0
52,"M",1998,1.21,1.2,"4","0",4040,0
72,"M",1998,3.77,2.99,"10","0",2899,1
72,"F",1995,1.28,1.94,"7","0",5004,0
70,"M",1996,1.23,1.03,"3","0",4816,0
53,"F",2003,1.39,1.29,"5","0",2204,0
72,"M",1996,1.68,2.13,"8","0",2348,1
50,"F",1995,1.09,1.51,"5","0",4990,0
77,"M",1998,1.56,1.84,"8","0",1945,1
51,"M",1999,1.38,1.33,"5","0",3647,0
67,"M",1996,1.61,1.95,"8","0",4751,0
54,"M",1995,1.06,1.34,"4","0",5089,0
51,"F",1997,0.263,0.857,"1","0",4246,0
60,"F",1995,1.75,1.76,"8","0",4953,0
57,"M",1996,1.12,1.28,"4","0",4787,0
87,"F",1995,0.44,0.97,"1","0",3870,1
66,"M",2001,1.29,1.57,"6","0",2750,0
50,"F",1998,1.2,1.27,"4","0",4141,0
57,"F",1996,0.58,1.09,"1","0",4887,0
79,"F",1996,1.11,1.07,"3","0",4793,0
82,"F",1997,1.37,1.37,"5","0",4470,0
53,"F",1995,0.94,1.34,"3","0",4939,0
50,"F",1996,1.56,1.79,"7","0",4676,0
58,"F",2000,1.51,1.44,"6","0",3450,0
50,"M",1996,0.41,1.11,"1","0",582,0
66,"M",1996,2.92,3.35,"10","0",240,1
50,"F",1996,0.733,1.11,"2","0",4715,0
74,"M",1997,1.74,2.41,"9","0",4326,0
66,"F",1998,1.73,1.74,"8","0",1471,0
52,"F",1996,1.87,2.01,"9","0",3228,0
52,"M",1998,1.77,1.01,"5","1",4115,0
62,"F",1995,0.86,1.24,"3","0",1656,1
58,"M",2001,0.976,1.3,"3","0",2815,0
65,"M",1995,1.28,2.64,"9","0",4589,0
67,"F",1995,3.74,4.64,"10","0",2497,1
52,"M",1999,1.08,1.26,"4","0",3515,0
58,"F",1996,0.971,0.284,"1","1",4631,0
55,"M",2001,1.66,1.62,"7","0",2856,0
58,"M",2001,1.14,1.06,"3","0",2854,0
52,"F",2003,1.89,1.74,"8","0",2283,0
55,"M",2002,1.37,1.34,"5","0",2492,0
67,"M",1996,2.49,2.38,"10","0",1863,1
71,"F",1999,2.65,2.03,"9","0",3801,0
53,"F",1995,1.73,2.45,"9","0",2702,0
69,"F",1995,1.06,1.57,"5","0",4971,0
62,"F",2003,1.36,1.72,"7","0",2239,0
71,"F",1996,0.68,1.56,"3","0",4871,0
61,"F",1999,10.4,9.16,"10","0",163,1
70,"F",1995,1.59,1.58,"7","0",3477,1
53,"F",1997,0.94,1.13,"2","0",4302,0
52,"F",1995,0.9,1.39,"3","0",4987,0
52,"M",1997,1.36,1.92,"7","0",292,0
56,"M",1998,1.34,1.88,"7","0",4183,0
50,"F",2000,1.72,1.99,"8","0",3360,0
54,"F",1996,1.12,1.37,"4","0",4711,0
52,"M",1996,1.08,1.48,"5","0",4821,0
80,"F",2000,2.08,2.34,"9","0",36,0
50,"M",1999,1.14,1.48,"5","0",3774,0
58,"F",1999,0.964,0.642,"1","0",3547,0
71,"F",1995,0.93,1.7,"5","0",4814,0
50,"M",1997,0.78,1.04,"2","0",4394,0
71,"F",1996,3.56,2.73,"10","0",4836,0
53,"M",2000,1.19,1.16,"4","0",1008,0
71,"F",1996,1.73,1.45,"7","0",1438,1
61,"M",1998,1.36,1.1,"4","0",4130,0
70,"F",1995,1.67,1.53,"7","0",1476,1
71,"F",1995,0.8,1.33,"3","0",5054,0
56,"F",1996,1.77,1.41,"7","0",4877,0
57,"F",1995,1.01,1.6,"5","0",3802,1
71,"F",1996,2.76,3.27,"10","0",2385,1
73,"M",1995,2.11,2.39,"9","0",2936,1
56,"M",2003,1.31,1.74,"6","0",2286,0
74,"F",1996,0.42,1.32,"1","0",1834,1
65,"M",2003,0.982,1.07,"2","0",2261,0
55,"M",1996,0.79,1.42,"3","0",469,0
58,"M",2003,1.23,0.991,"3","0",2100,0
62,"M",1996,0.84,1.48,"3","0",3840,1
