"time","status","sex","neutered","intake_condition","intake_type","latitude","longitude","black","brown","brown_tabby","calico","cream","gray","gray_tabby","orange","orange_tabby","tan","tortie","white"
34,1,"male","yes","normal","other",33.7896413,-118.1621653,0,0,0,0,0,0,0,0,1,0,0,1
10,1,"male","yes","normal","stray",33.8251136,-118.1244893,0,0,1,0,0,0,0,0,0,0,0,1
22,1,"female","yes","normal","stray",33.7924587,-118.2123431,0,0,1,0,0,0,0,0,0,0,0,1
13,1,"male","yes","normal","stray",33.8563851,-118.1837361,0,0,0,0,0,0,0,0,1,0,0,1
22,1,"female","yes","normal","stray",33.84791,-118.0766751,0,0,1,0,0,0,0,0,0,0,0,1
19,1,"female","yes","normal","stray",33.84791,-118.0766751,0,0,1,0,0,0,0,0,0,0,0,1
25,1,"female","yes","normal","stray",33.84791,-118.0766751,1,0,0,0,0,0,0,0,0,0,0,1
28,0,"female","no","other","stray",33.8549875,-118.1934587,0,0,1,0,0,0,0,0,0,0,0,1
51,1,"female","yes","normal","owner_surrender",33.8509583,-118.1676822,1,0,0,0,0,0,0,0,0,0,0,1
11,0,"female","no","normal","stray",33.8040221,-118.1923394,0,0,0,0,0,0,1,0,0,0,0,1
9,0,"male","no","normal","stray",33.8040221,-118.1923394,1,0,0,0,0,0,0,0,0,0,0,1
9,0,"male","no","normal","stray",33.8565884,-118.1958537,0,0,1,0,0,0,0,0,0,0,0,1
14,1,"male","yes","normal","stray",33.8251136,-118.1244893,0,0,1,0,0,0,0,0,0,0,0,1
47,1,"male","yes","normal","stray",33.8433771,-118.1889459,1,0,0,0,0,0,0,0,0,0,0,1
40,1,"male","yes","normal","stray",33.8433771,-118.1889459,1,0,0,0,0,0,0,0,0,0,0,1
13,1,"female","yes","normal","stray",33.8485879,-118.1846387,0,0,1,0,0,0,1,0,0,0,0,0
75,1,"male","yes","normal","stray",33.7694151,-118.1728064,0,0,1,0,0,0,0,0,0,0,0,1
13,1,"male","yes","normal","owner_surrender",33.7749537,-118.1457084,1,1,0,0,0,0,0,0,0,0,0,0
242,1,"female","no","normal","stray",33.8738774,-118.1567337,1,0,0,0,0,0,0,0,0,0,0,1
12,1,"male","yes","normal","stray",33.8502533,-118.1981314,1,0,0,0,0,0,0,0,0,0,0,1
8,0,"male","no","under_age_or_weight","stray",33.8746754,-118.1826302,1,0,0,0,0,0,0,0,0,0,0,1
8,0,"female","no","under_age_or_weight","stray",33.8746754,-118.1826302,0,0,0,0,0,0,0,0,1,0,0,1
70,1,"female","no","normal","stray",33.8738774,-118.1567337,1,0,0,0,0,0,0,0,0,0,0,1
47,1,"male","no","normal","stray",33.8738774,-118.1567337,1,0,0,0,0,0,0,0,0,0,0,1
8,1,"male","yes","fractious","stray",33.771717,-118.1546023,1,0,0,0,0,0,0,0,0,0,0,1
13,1,"male","yes","fractious","stray",33.8701468,-118.0543201,0,0,0,0,0,0,1,0,0,0,0,1
13,1,"male","yes","fractious","stray",33.8701468,-118.0543201,0,0,0,0,0,0,1,0,0,0,0,1
13,1,"female","yes","fractious","stray",33.8701468,-118.0543201,0,1,0,0,0,0,0,0,0,0,0,0
14,0,"female","no","fractious","stray",33.7583325,-118.2403305,1,0,0,0,0,0,0,0,0,0,0,1
61,1,"male","yes","fractious","stray",33.8777385,-118.1947725,0,0,1,0,0,0,0,0,0,0,0,1
8,1,"female","yes","fractious","stray",33.771717,-118.1546023,1,0,0,0,0,0,0,0,0,0,0,1
33,1,"female","yes","other","stray",33.7880565,-118.1741938,1,0,0,0,0,0,0,0,0,0,0,1
20,1,"male","yes","normal","stray",33.7844162,-118.1655481,0,0,0,0,0,0,0,0,0,0,0,1
8,1,"male","yes","fractious","stray",33.8709718,-118.1810999,0,0,0,0,0,0,1,0,0,0,0,1
10,0,"male","no","normal","stray",33.7771621,-118.1480569,0,0,0,0,0,0,0,0,0,0,0,1
12,1,"male","yes","normal","stray",33.8118509,-118.2141162,0,0,0,0,0,1,0,0,0,0,0,1
17,1,"female","yes","normal","stray",33.8347355,-118.1690667,1,0,0,0,0,0,0,0,0,0,0,1
42,1,"female","yes","ill_mild","stray",33.8693271,-118.1818623,0,0,0,0,0,0,1,0,0,0,0,1
15,0,"unknown","unknown","normal","stray",33.866659,-118.1682656,1,0,0,0,0,0,0,0,0,0,0,1
15,0,"unknown","unknown","normal","stray",33.866659,-118.1682656,1,0,0,0,0,0,0,0,0,0,0,1
25,1,"female","yes","ill_mild","stray",33.8347355,-118.1690667,0,0,0,0,0,0,0,1,0,0,0,1
12,0,"female","no","under_age_or_weight","stray",33.7990744,-118.2174145,1,0,0,0,0,0,0,0,0,0,0,1
9,1,"female","yes","normal","stray",33.7838353,-118.1788553,0,0,0,0,0,0,0,0,0,0,1,1
29,0,"male","no","ill_mild","stray",33.7862476,-118.1567097,1,0,0,0,0,0,0,0,0,0,0,1
13,0,"male","yes","fractious","stray",33.7899186,-118.21382,0,0,1,0,0,0,0,0,0,0,0,1
16,1,"female","yes","normal","stray",33.7873055,-118.1683993,0,0,0,0,0,0,1,0,0,0,0,1
12,1,"female","yes","normal","stray",33.7955603,-118.0990216,1,0,0,0,0,0,0,0,0,0,0,1
9,1,"female","yes","normal","stray",33.8163727,-118.1113417,0,0,0,0,0,0,1,0,0,0,0,1
9,0,"female","yes","fractious","stray",33.7883993,-118.1838732,0,0,1,1,0,0,0,0,0,0,0,0
23,1,"female","yes","ill_mild","stray",33.8695686,-118.2009737,0,0,0,0,0,0,1,0,0,0,0,1
10,0,"male","yes","normal","stray",33.820077,-118.185013,0,0,1,0,0,0,0,0,0,0,0,1
31,1,"female","yes","ill_moderatete","stray",33.7862476,-118.1567097,1,0,0,0,0,0,0,0,0,0,0,1
103,1,"male","yes","normal","stray",33.8389967,-118.1817194,1,0,0,0,0,0,0,0,0,0,0,1
16,0,"female","no","ill_moderatete","stray",33.7897549,-118.1850101,1,0,0,0,0,0,0,0,0,0,0,1
25,1,"female","yes","ill_moderatete","stray",33.7897549,-118.1850101,0,0,0,0,0,1,0,0,0,0,0,1
183,1,"male","yes","ill_moderatete","stray",33.7897549,-118.1850101,0,0,0,0,0,1,0,0,0,0,0,1
20,1,"female","yes","normal","owner_surrender",33.7753453,-118.1611421,1,0,0,0,0,0,0,0,0,0,0,1
149,1,"male","yes","normal","owner_surrender",33.7753453,-118.1611421,1,0,0,0,0,0,0,0,0,0,0,1
9,1,"male","yes","normal","owner_surrender",33.7753453,-118.1611421,1,0,0,0,0,0,0,0,0,0,0,1
539,1,"female","no","normal","stray",33.8732943,-118.1967604,1,0,0,0,0,0,0,0,0,0,1,0
539,1,"male","no","normal","stray",33.8004801,-118.2121162,0,0,1,0,0,0,0,0,0,0,0,1
539,1,"male","no","normal","stray",33.8004801,-118.2121162,0,0,1,0,0,0,0,0,0,0,0,1
15,1,"female","yes","normal","other",33.8615457,-118.1533504,0,0,0,0,0,1,0,0,0,0,0,1
64,1,"female","yes","fractious","stray",33.8514557,-118.0657545,0,0,1,1,0,0,0,0,0,0,0,0
13,0,"female","yes","normal","stray",33.7880846,-118.1707108,0,0,0,0,0,1,0,0,0,0,0,1
11,0,"female","yes","normal","stray",33.8862888,-118.0647803,1,0,0,0,0,0,0,0,0,0,0,1
12,1,"male","yes","normal","stray",33.7857696,-118.152986,1,0,0,0,0,0,0,0,0,0,0,1
27,1,"female","yes","normal","stray",33.8528536,-118.0798749,0,0,0,0,0,0,0,0,0,0,0,1
8,0,"female","no","under_age_or_weight","stray",33.8475831,-118.0672484,0,0,1,0,0,0,0,0,0,0,0,1
8,0,"female","no","under_age_or_weight","stray",33.8475831,-118.0672484,0,0,0,0,0,0,1,0,0,0,0,1
8,0,"female","no","under_age_or_weight","stray",33.8475831,-118.0672484,0,0,1,0,0,0,0,0,0,0,0,1
8,0,"male","no","under_age_or_weight","stray",33.8475831,-118.0672484,1,0,0,0,0,0,0,0,0,0,0,1
39,1,"female","yes","normal","stray",33.8850342,-118.0645728,0,0,0,0,0,0,0,0,0,0,0,0
32,0,"male","no","under_age_or_weight","stray",33.7807871,-118.161129,0,0,0,0,0,1,0,0,0,0,0,1
31,1,"female","yes","normal","stray",33.8116535,-118.213288,0,0,0,0,0,0,1,0,0,0,0,1
34,1,"female","yes","normal","stray",33.8116535,-118.213288,0,0,0,0,0,1,0,0,0,0,0,1
36,1,"male","yes","normal","stray",33.8116535,-118.213288,0,0,0,0,0,1,0,0,0,0,0,1
37,1,"female","yes","normal","stray",33.8116535,-118.213288,0,0,0,0,0,1,0,0,0,0,0,1
14,1,"male","yes","normal","stray",33.7954674,-118.2119323,1,0,0,0,0,0,0,0,0,0,0,1
8,0,"female","no","under_age_or_weight","stray",33.8113701,-118.2234229,1,0,0,0,0,0,0,0,0,0,0,1
8,0,"male","no","under_age_or_weight","stray",33.8113701,-118.2234229,1,0,0,0,0,0,0,0,0,0,0,1
8,0,"female","no","under_age_or_weight","stray",33.8113701,-118.2234229,1,0,0,0,0,0,0,0,0,0,0,1
8,0,"female","no","under_age_or_weight","stray",33.8113701,-118.2234229,1,0,0,0,0,0,0,0,0,0,0,1
8,0,"male","no","under_age_or_weight","stray",33.8113701,-118.2234229,1,0,0,0,0,0,0,0,0,0,0,1
8,0,"female","no","under_age_or_weight","stray",33.8113701,-118.2234229,1,0,0,0,0,0,0,0,0,0,0,1
41,0,"female","no","under_age_or_weight","stray",33.8782002,-118.1859479,1,0,0,0,0,0,0,0,0,0,0,1
41,0,"male","no","under_age_or_weight","stray",33.8782002,-118.1859479,1,0,0,0,0,0,0,0,0,0,0,1
14,1,"female","yes","normal","stray",33.7856706,-118.1921526,0,0,0,0,0,1,0,0,0,0,0,1
57,0,"male","no","under_age_or_weight","stray",33.8728152,-118.1730083,1,0,0,0,0,0,0,0,0,0,0,1
69,1,"female","no","under_age_or_weight","stray",33.7903315,-118.0980639,1,0,0,0,0,0,1,0,0,0,0,0
66,1,"female","yes","normal","stray",33.7857768,-118.1481201,0,0,1,0,0,0,0,0,0,0,0,1
20,1,"female","yes","other","stray",33.8467776,-118.1796526,0,0,0,0,0,1,0,0,0,0,0,1
28,0,"female","yes","fractious","stray",33.7420745,-118.1883076,0,0,0,0,0,1,0,0,0,0,0,1
11,0,"unknown","unknown","under_age_or_weight","stray",33.7789754,-118.1795513,1,0,0,0,0,0,0,0,0,0,0,1
11,0,"unknown","unknown","under_age_or_weight","stray",33.7789754,-118.1795513,1,0,0,0,0,0,0,0,0,0,0,1
11,0,"unknown","unknown","under_age_or_weight","stray",33.7789754,-118.1795513,1,0,0,0,0,0,0,0,0,0,0,1
11,0,"unknown","unknown","under_age_or_weight","stray",33.7789754,-118.1795513,1,0,0,0,0,0,0,0,0,0,0,1
11,0,"unknown","unknown","under_age_or_weight","stray",33.7789754,-118.1795513,1,0,0,0,0,0,0,0,0,0,0,1
21,1,"male","yes","normal","other",33.8702764,-118.0636738,1,0,0,0,0,0,0,0,0,0,0,1
8,1,"female","yes","fractious","stray",33.817104,-118.1989132,0,0,0,0,0,1,0,0,0,0,0,1
8,0,"male","no","under_age_or_weight","stray",33.7821981,-118.1466639,0,0,0,0,0,1,0,0,0,0,0,1
8,0,"female","no","under_age_or_weight","stray",33.7821981,-118.1466639,1,0,0,0,0,0,0,0,0,0,0,1
24,1,"male","yes","normal","stray",33.8655425,-118.1791958,1,0,0,0,0,0,0,0,0,0,0,1
14,1,"female","yes","fractious","stray",33.8213737,-118.2135904,0,0,0,0,0,0,0,0,0,0,0,1
71,1,"male","yes","under_age_or_weight","stray",33.8475833,-118.0677496,1,0,0,0,0,0,0,0,0,0,0,1
15,1,"female","yes","normal","stray",33.778863,-118.1805306,0,0,0,0,0,0,0,0,0,0,0,1
13,1,"female","yes","normal","stray",33.771717,-118.1546023,1,0,0,0,0,0,0,0,0,0,0,1
98,1,"male","yes","normal","stray",33.7912724,-118.1784109,0,0,0,0,0,1,0,0,0,0,0,1
65,1,"female","yes","under_age_or_weight","stray",33.7665223,-118.1907523,0,0,0,0,0,0,1,0,0,0,0,1
46,1,"male","no","under_age_or_weight","stray",33.7665223,-118.1907523,0,0,0,0,0,0,1,0,0,0,0,1
28,1,"female","yes","normal","stray",33.7994478,-118.0622108,0,0,0,0,0,1,0,0,0,0,0,1
19,0,"male","yes","normal","stray",33.7936828,-118.185884,0,0,1,0,0,0,0,0,0,0,0,1
21,1,"female","yes","normal","stray",33.7936828,-118.185884,0,0,1,0,0,0,0,0,0,0,0,1
18,1,"female","no","normal","other",33.7940127,-118.1372541,0,0,0,0,0,0,1,0,0,0,0,0
19,1,"male","yes","normal","stray",33.8540693,-118.1935615,0,0,0,0,0,0,0,1,0,0,0,1
20,1,"male","yes","normal","stray",33.8540693,-118.1935615,1,0,0,0,0,0,0,0,0,0,0,1
32,0,"male","yes","normal","stray",33.768057,-118.1805135,0,0,0,0,0,1,0,0,0,0,0,1
21,0,"male","yes","normal","stray",33.8041625,-118.1478381,0,0,0,0,0,1,0,0,0,0,0,1
25,0,"male","no","other","stray",33.8235072,-118.213702,1,0,0,0,0,0,0,0,0,0,0,1
27,1,"male","yes","other","stray",33.8235072,-118.213702,0,0,0,0,0,1,0,0,0,0,0,1
10,0,"female","no","normal","stray",33.8096122,-118.0826161,1,0,0,0,0,0,0,0,0,0,0,1
12,1,"female","yes","normal","stray",33.790617,-118.1792262,1,0,0,0,0,0,0,0,0,0,0,1
409,1,"female","yes","ill_moderatete","owner_surrender",33.7844118,-118.1655381,1,0,0,0,0,0,0,0,0,0,0,1
11,1,"female","yes","normal","stray",33.8149663,-118.1020949,0,0,0,1,0,1,0,0,0,0,0,0
10,0,"female","no","normal","stray",33.8249686,-118.106014,1,0,0,0,0,0,0,0,0,0,0,1
28,1,"male","yes","other","stray",33.7927191,-118.127888,1,0,0,0,0,0,0,0,0,0,0,1
11,1,"male","yes","normal","stray",33.7791395,-118.1718077,1,0,0,0,0,0,0,0,0,0,0,1
35,1,"female","yes","normal","stray",33.7791395,-118.1718077,0,0,0,0,0,0,0,0,0,0,0,1
11,1,"female","yes","normal","stray",33.7791395,-118.1718077,0,0,0,0,0,1,0,0,0,0,0,1
50,1,"male","yes","normal","stray",33.7753596,-118.1709049,1,0,0,0,0,0,0,0,0,0,0,1
36,1,"female","yes","under_age_or_weight","stray",33.8475833,-118.0677496,0,0,0,0,0,1,0,0,0,0,0,1
29,0,"male","no","under_age_or_weight","stray",33.8480648,-118.1733662,0,0,0,0,0,1,0,0,0,0,0,1
18,1,"male","yes","fractious","stray",33.7936333,-118.1847872,1,0,0,0,0,0,0,0,0,0,0,1
17,0,"male","no","under_age_or_weight","stray",33.7844161,-118.1730895,0,0,1,0,0,0,1,0,0,0,0,0
17,0,"male","no","under_age_or_weight","stray",33.7844161,-118.1730895,0,0,1,0,0,0,1,0,0,0,0,0
20,1,"male","yes","normal","stray",33.7601795,-118.1338295,0,0,1,0,0,0,0,0,0,0,0,1
25,0,"female","yes","normal","stray",33.8416957,-118.1733306,0,0,0,0,0,1,0,0,0,0,0,0
58,0,"unknown","unknown","normal","stray",33.7777481,-118.2006138,0,0,1,0,0,0,0,0,0,0,0,1
58,0,"unknown","unknown","normal","stray",33.7777481,-118.2006138,0,0,1,0,0,0,0,0,0,0,0,1
58,0,"unknown","unknown","normal","stray",33.7777481,-118.2006138,0,0,1,0,0,0,0,0,0,0,0,1
58,0,"unknown","unknown","normal","stray",33.7777481,-118.2006138,0,0,1,0,0,0,0,0,0,0,0,1
58,0,"unknown","unknown","normal","stray",33.7777481,-118.2006138,0,0,1,0,0,0,0,0,0,0,0,1
8,0,"male","no","normal","stray",33.7848676,-118.1817796,0,0,0,0,1,0,0,0,0,0,0,1
21,1,"female","yes","normal","stray",33.7848676,-118.1817796,1,0,0,0,0,0,0,0,0,0,0,1
10,0,"female","no","fractious","stray",33.8464537,-118.1915809,0,0,1,0,0,0,0,0,0,0,0,1
9,0,"male","no","normal","stray",33.7994539,-118.1338141,0,0,0,0,0,1,0,0,0,0,0,1
34,1,"female","yes","other","stray",33.8027086,-118.2108996,0,0,0,0,0,1,0,0,0,0,0,1
29,0,"male","yes","ill_mild","stray",33.7809473,-118.1576846,1,0,0,0,0,0,0,0,0,0,0,1
18,0,"female","no","normal","stray",33.7953491,-118.1735131,0,0,0,0,0,1,0,0,0,0,0,1
18,0,"male","no","ill_mild","stray",33.7953491,-118.1735131,1,0,0,0,0,0,0,0,0,0,0,1
31,1,"male","yes","normal","stray",33.8246342,-118.1903718,0,0,1,0,0,0,0,0,0,0,0,1
16,1,"male","yes","normal","stray",33.8773141,-118.1773852,0,0,1,0,0,0,0,0,0,0,0,1
15,1,"male","yes","normal","stray",33.7854384,-118.1909253,0,0,0,0,0,1,0,0,0,0,0,1
27,1,"female","yes","normal","stray",33.7878394,-118.1394618,1,0,0,0,0,0,0,0,0,0,0,1
63,1,"male","yes","normal","stray",33.7878394,-118.1394618,1,0,0,0,0,0,0,0,0,0,0,1
13,0,"unknown","unknown","fractious","stray",33.7858395,-118.1644052,0,0,1,0,0,0,0,0,0,0,0,1
452,1,"male","no","under_age_or_weight","stray",33.7607689,-118.1358809,1,0,0,0,0,0,0,0,0,0,0,1
10,0,"female","no","normal","stray",33.8626828,-118.152933,0,0,1,1,0,0,0,0,0,0,0,0
14,1,"female","yes","fractious","stray",33.8787589,-118.0282376,1,0,0,0,0,0,0,0,0,0,0,1
30,1,"male","yes","ill_mild","stray",33.7916642,-118.1687337,1,1,0,0,0,0,0,0,0,0,0,0
19,1,"male","yes","ill_mild","stray",33.797269,-118.1923408,0,0,0,0,0,0,0,1,0,0,0,1
179,1,"female","yes","normal","owner_surrender",33.8601575,-118.1724828,0,1,0,0,0,0,0,0,0,0,0,1
29,0,"male","yes","other","stray",33.8449959,-118.1978195,0,0,0,0,0,0,0,1,0,0,0,1
13,0,"female","yes","fractious","stray",33.7989363,-118.1763283,0,0,0,0,0,0,0,0,0,0,1,1
37,1,"male","yes","other","stray",33.7971177,-118.1719973,0,0,0,0,0,1,0,0,0,0,0,1
28,1,"male","yes","other","stray",33.7814332,-118.1707337,0,0,0,0,0,0,0,0,1,0,0,1
72,1,"male","yes","normal","other",33.7924813,-118.1440517,1,0,0,0,0,0,0,0,0,0,0,1
13,1,"female","yes","normal","stray",33.7976003,-118.0712981,0,0,0,0,0,0,0,1,0,0,0,1
15,1,"male","yes","other","stray",33.7767707,-118.1860078,0,0,0,0,0,1,0,0,0,0,0,1
30,1,"female","yes","normal","stray",33.797133,-118.1882378,0,0,0,0,0,0,1,0,0,0,0,1
8,1,"male","yes","normal","stray",33.771717,-118.1546023,1,0,0,0,0,0,0,0,0,0,0,1
8,1,"female","yes","normal","stray",33.771717,-118.1546023,1,0,0,0,0,0,0,0,0,0,0,1
14,0,"female","yes","normal","stray",33.8140082,-118.2111155,0,0,0,0,0,1,0,0,0,0,0,1
17,1,"female","no","normal","owner_surrender",33.7916726,-118.1599963,0,0,0,0,0,1,0,0,0,0,0,1
107,1,"female","yes","normal","stray",33.8779472,-118.1967604,0,0,0,0,0,0,0,0,1,0,0,1
8,1,"male","yes","normal","stray",33.8528787,-118.0774022,1,0,0,0,0,0,0,0,0,0,0,1
317,0,"male","yes","normal","other",33.832138,-118.122597,1,0,0,0,0,0,0,0,0,0,0,1
66,1,"male","yes","other","stray",33.8616996,-118.0590293,1,0,0,0,0,0,0,0,0,0,0,1
12,1,"male","yes","other","stray",33.7971209,-118.1948039,1,0,0,0,0,0,0,0,0,0,0,1
82,1,"female","yes","normal","stray",33.8468873,-118.169689,1,0,0,0,0,0,0,0,0,0,0,1
302,0,"male","yes","ill_moderatete","other",33.8040855,-118.1559986,1,0,0,0,0,0,0,0,0,0,0,1
306,0,"male","yes","other","other",33.8041045,-118.1555799,1,0,0,0,0,0,0,0,0,0,0,1
406,0,"female","yes","normal","stray",33.7765571,-118.1963539,0,0,1,0,0,0,0,0,0,1,0,0
28,1,"male","yes","normal","owner_surrender",33.7821632,-118.1309876,0,0,0,0,0,0,1,0,0,0,0,1
308,1,"male","yes","normal","stray",33.8573807,-118.1969552,0,0,0,0,1,0,0,0,0,0,0,1
77,1,"male","yes","ill_mild","stray",33.7826363,-118.2104887,1,0,0,0,0,0,0,0,0,0,0,1
11,1,"female","yes","fractious","stray",33.8744625,-118.0770553,0,0,0,0,0,0,1,0,0,0,0,1
10,1,"male","yes","ill_mild","stray",33.7832451,-118.1963874,0,1,1,0,0,0,0,0,0,0,0,0
132,1,"male","yes","normal","stray",33.7935022,-118.1969826,0,0,0,0,0,0,0,1,0,0,0,0
241,1,"female","yes","normal","stray",33.7537496,-118.0906996,1,0,0,0,0,0,0,0,0,0,0,1
44,1,"male","yes","normal","stray",33.7537496,-118.0906996,1,0,0,0,0,0,0,0,0,0,0,1
272,1,"female","yes","normal","stray",33.7537496,-118.0906996,1,0,0,0,0,0,0,0,0,0,0,1
32,1,"female","yes","ill_mild","owner_surrender",33.7856706,-118.1921526,1,0,0,0,0,0,0,0,0,0,0,1
12,1,"male","yes","other","stray",33.7644631,-118.1933366,1,0,0,0,0,0,0,0,0,0,0,1
17,1,"female","yes","fractious","stray",33.8449257,-118.1409751,1,0,0,0,0,0,0,0,0,0,0,1
84,1,"female","yes","under_age_or_weight","stray",33.818711,-118.1813482,1,0,0,0,0,0,0,0,0,0,0,1
49,0,"male","yes","normal","stray",33.7682849,-118.146218,0,0,0,0,0,0,0,0,0,0,0,1
113,1,"male","yes","under_age_or_weight","stray",33.7991408,-118.1757611,0,0,0,0,0,0,0,0,1,0,0,1
10,1,"female","yes","fractious","stray",33.7789711,-118.1751043,1,0,0,0,0,0,0,0,0,0,0,1
70,1,"female","yes","normal","stray",33.7972941,-118.1870265,1,1,0,0,0,0,0,0,0,0,0,0
11,1,"male","yes","under_age_or_weight","stray",33.7845795,-118.1761722,0,0,0,0,0,0,0,1,0,0,0,1
90,1,"male","yes","under_age_or_weight","stray",33.7972941,-118.1870265,0,1,1,0,0,0,0,0,0,0,0,0
100,1,"female","yes","under_age_or_weight","stray",33.8083474,-118.1867193,0,0,0,0,0,0,1,0,0,0,0,1
52,1,"female","yes","under_age_or_weight","stray",33.8083474,-118.1867193,1,0,0,0,0,0,0,0,0,0,0,1
98,1,"male","yes","under_age_or_weight","stray",33.8083474,-118.1867193,1,0,0,0,0,0,0,0,0,0,0,1
125,1,"female","yes","normal","other",33.7538937,-118.0910526,0,0,1,0,0,0,0,0,0,0,0,1
110,1,"female","yes","normal","stray",33.829186,-118.1730434,0,0,0,0,0,0,1,1,0,0,0,0
9,0,"female","no","under_age_or_weight","stray",33.8503079,-118.1747327,0,0,0,0,0,0,0,1,0,0,0,1
9,0,"male","no","normal","stray",33.8503079,-118.1747327,1,0,0,0,0,0,0,0,0,0,0,1
33,1,"male","yes","ill_moderatete","stray",33.7880402,-118.1866864,0,0,1,0,0,0,0,0,0,0,0,1
16,1,"male","yes","normal","stray",33.7780704,-118.1763607,1,0,0,0,0,0,0,0,0,0,0,1
58,1,"female","yes","normal","stray",33.8096122,-118.0826161,1,0,0,0,0,0,0,0,0,0,0,1
63,0,"male","no","other","stray",33.7688195,-118.1749561,0,0,0,0,0,0,0,0,0,1,0,1
31,1,"male","yes","normal","owner_surrender",33.7693203,-118.1950692,0,0,0,0,0,0,1,0,0,0,0,1
89,1,"female","yes","normal","stray",33.8451451,-118.1246725,0,0,0,0,0,0,0,1,0,0,0,1
11,1,"female","yes","normal","stray",33.7745838,-118.1777828,0,0,0,1,0,0,0,0,0,0,0,1
10,0,"female","no","normal","stray",33.7950073,-118.188059,1,0,0,0,0,0,0,0,0,0,0,1
12,0,"female","yes","normal","stray",33.7807768,-118.1502358,0,0,1,0,0,0,0,0,0,0,0,1
12,0,"female","yes","normal","stray",33.810379,-118.0992327,0,0,0,0,0,1,0,0,0,0,0,1
31,1,"male","yes","normal","owner_surrender",33.7693203,-118.1950692,0,0,1,0,0,0,0,0,0,0,0,1
68,1,"female","no","under_age_or_weight","stray",33.8096122,-118.0826161,0,0,0,0,0,1,0,0,0,0,0,1
25,1,"female","yes","under_age_or_weight","stray",33.7844161,-118.1730895,0,0,0,0,0,0,1,0,0,0,0,1
8,0,"male","no","normal","stray",33.871396,-118.1569989,0,0,0,0,0,1,0,0,0,0,0,1
8,0,"male","no","normal","stray",33.871396,-118.1569989,0,0,0,0,0,1,0,0,0,0,0,1
9,1,"male","yes","normal","owner_surrender",33.792209,-118.1369091,0,0,0,0,0,0,1,0,0,0,0,1
13,1,"female","no","under_age_or_weight","stray",33.8015201,-118.1812683,1,0,0,0,0,0,0,0,0,0,0,1
12,1,"male","yes","normal","stray",33.8188592,-118.1078217,0,0,0,0,0,0,0,1,0,0,0,1
14,0,"female","no","normal","stray",33.8188592,-118.1078217,0,0,0,0,0,0,0,1,0,0,0,1
21,1,"female","no","under_age_or_weight","other",33.8180579,-118.0808826,0,0,0,1,0,0,0,0,0,0,0,1
29,1,"female","no","under_age_or_weight","stray",33.8815637,-118.1774187,0,0,1,0,0,0,0,0,0,0,0,1
9,1,"male","yes","normal","stray",33.8600718,-118.1839964,1,0,0,0,0,0,0,0,0,0,0,1
15,1,"male","yes","normal","stray",33.8524297,-118.0724991,0,0,0,0,0,0,0,1,0,0,0,1
52,0,"male","yes","normal","owner_surrender",33.7649616,-118.1606187,1,0,0,0,0,0,0,0,0,0,0,1
207,1,"female","yes","normal","owner_surrender",33.7735284,-118.1720086,0,0,0,0,0,1,0,0,0,0,0,1
14,1,"female","yes","normal","stray",33.8480648,-118.1733662,0,0,0,0,0,1,0,0,0,0,0,1
104,1,"female","yes","under_age_or_weight","stray",33.7789791,-118.1892889,1,1,0,0,0,0,0,0,0,0,0,0
82,1,"female","yes","under_age_or_weight","stray",33.7789791,-118.1892889,1,0,0,0,0,0,0,0,0,0,0,1
102,1,"male","yes","under_age_or_weight","stray",33.7789791,-118.1892889,1,0,0,0,0,0,0,0,0,0,0,1
41,1,"female","yes","under_age_or_weight","stray",33.8486568,-118.1598395,0,0,0,0,0,1,0,0,0,0,0,1
9,1,"female","yes","normal","stray",33.8600718,-118.1839964,1,0,0,0,0,0,0,0,0,0,0,1
11,1,"female","yes","ill_mild","stray",33.8590048,-118.158953,0,0,0,0,0,0,1,0,0,0,0,1
9,0,"male","no","under_age_or_weight","stray",33.8693271,-118.1818623,0,0,0,0,0,0,0,0,1,0,0,1
76,1,"male","yes","under_age_or_weight","stray",33.8681326,-118.1656376,1,0,0,0,0,0,0,0,0,0,0,1
265,1,"female","yes","normal","stray",33.8357311,-118.1884661,0,0,1,1,0,0,0,0,0,0,0,0
68,1,"male","yes","normal","other",33.7866818,-118.1545568,0,0,0,0,0,0,0,1,0,0,0,1
64,1,"male","yes","normal","other",33.7866818,-118.1545568,0,0,0,0,0,0,0,1,0,0,0,1
9,1,"female","yes","normal","stray",33.806607,-118.1513636,0,0,0,0,0,0,1,0,0,0,0,1
66,0,"male","yes","under_age_or_weight","stray",33.8805362,-118.0464462,1,0,0,0,0,0,0,0,0,0,0,1
28,1,"male","yes","normal","stray",33.8782002,-118.1859479,1,0,0,0,0,0,0,0,0,0,0,1
22,1,"female","yes","under_age_or_weight","stray",33.7880846,-118.1707108,1,0,0,0,0,0,0,0,0,0,0,1
8,1,"male","yes","normal","stray",33.7819923,-118.164123,0,0,0,0,0,0,0,0,1,0,0,1
29,0,"female","no","under_age_or_weight","stray",33.8515279,-118.1714025,1,0,0,0,0,0,0,0,0,0,0,1
610,1,"male","yes","normal","other",33.771712,-118.1836921,0,1,0,0,0,0,0,0,0,1,0,0
17,1,"male","yes","normal","stray",33.7934603,-118.1019982,0,0,0,0,0,0,0,0,1,0,0,1
68,1,"female","yes","other","stray",33.8027017,-118.2097857,0,0,1,0,0,0,0,0,0,0,0,1
