"authors","imports","suggests","depends","Roxygen","gh","rforge","descr","r_count","r_size","ns_import","ns_export","s3_methods","s4_methods","doc_count","doc_size","src_count","src_size","data_count","data_size","testthat_count","testthat_size","time","status"
1,0,1,0,0,1,0,402,1,0.008946,1,0,0,0,1,0.016069,0,0,0,0,0,0,42,1
1,2,3,2,1,1,0,526,47,0.258107,22,164,55,36,1,0.00852,10,0.053027,1,0.13916,30,0.271434,168,1
3,0,0,3,0,0,0,140,1,0.008561,0,0,1,0,0,0,0,0,0,0,0,0,68,1
1,1,7,0,1,1,0,454,3,0.014109,1,2,16,0,1,0.017352,0,0,0,0,2,0.008806,61,1
3,11,3,1,1,1,0,280,10,0.093666,22,9,0,0,1,0.006728,0,0,8,0.265571,1,0.000445,302,1
1,2,1,0,1,1,0,121,4,0.008287,5,6,0,0,0,0,3,0.005446,0,0,1,0.000937,73,0
2,3,1,2,1,0,0,83,8,0.035398,6,17,0,0,0,0,8,0.026024,1,2.200942,2,0.001193,175,1
4,2,0,1,1,0,0,342,9,0.016086,0,0,0,0,0,0,0,0,5,0.004712,0,0,36,1
1,3,7,3,1,0,0,74,46,0.213776,6,26,18,4,0,0,6,0.012991,2,0.46005,0,0,167,1
1,2,3,1,1,1,0,114,6,0.0166,2,10,0,0,2,0.014261,0,0,0,0,7,0.004166,48,1
1,13,11,3,1,0,0,254,122,1.958543,85,115,61,11,2,0.022564,7,0.01743,14,0.670023,79,0.107405,498,1
1,6,0,1,1,0,0,313,38,0.146239,20,30,0,12,0,0,0,0,0,0,0,0,142,1
1,0,0,1,0,0,0,73,2,0.022446,0,10,0,0,0,0,0,0,0,0,0,0,27,1
1,2,6,1,1,1,0,715,3,0.006993,0,2,0,0,0,0,0,0,0,0,2,0.006764,53,1
1,1,3,1,1,0,0,212,3,0.013851,1,4,0,0,1,0.004972,0,0,0,0,2,0.00763,42,1
1,1,1,2,1,1,0,440,15,0.021635,1,16,16,0,0,0,17,0.022255,0,0,17,0.034385,100,1
4,2,0,3,1,0,0,777,7,0.035603,4,6,0,0,0,0,0,0,1,0.002132,0,0,37,1
1,6,0,4,1,1,0,74,27,0.052067,29,7,4,0,0,0,0,0,1,0.001667,0,0,126,1
1,3,0,1,1,1,0,732,4,0.014858,5,2,0,0,0,0,16,0.141821,2,0.005901,0,0,99,1
1,11,0,2,0,0,0,405,14,0.079015,21,9,13,0,0,0,0,0,0,0,0,0,200,1
1,3,1,1,1,0,0,210,7,0.032886,17,8,2,0,0,0,0,0,2,3.757956,0,0,80,1
1,8,4,1,1,1,0,200,30,0.078111,8,29,0,0,1,0.004535,0,0,0,0,9,0.008129,107,1
1,3,4,1,1,1,0,187,16,0.025809,5,23,28,0,0,0,15,0.05103,0,0,3,0.009021,136,1
1,0,0,1,0,0,0,45,1,0.002282,0,1,0,0,0,0,3,0.016295,0,0,0,0,32,1
1,3,0,1,0,0,0,246,2,0.018577,3,0,0,0,0,0,0,0,0,0,0,0,67,1
1,2,1,0,1,0,0,89,5,0.027826,2,3,5,0,0,0,0,0,0,0,2,0.002219,48,1
1,10,5,1,1,1,0,829,3,0.035298,1,10,0,2,1,0.013408,0,0,0,0,0,0,118,1
1,4,3,1,1,0,0,134,19,0.089351,12,81,24,0,0,0,0,0,0,0,10,0.02521,79,1
1,3,2,1,1,0,0,416,14,0.020024,4,14,0,0,1,0.007443,0,0,0,0,0,0,73,1
1,0,0,4,0,0,0,188,15,0.059593,1,0,0,0,0,0,0,0,0,0,0,0,66,1
2,0,3,1,0,0,0,714,6,0.003111,2,1,0,0,0,0,2,0.017214,2,0.000406,0,0,43,1
1,0,0,3,0,0,0,297,13,0.03079,2,1,6,0,0,0,0,0,0,0,0,0,98,1
1,0,3,1,0,0,0,410,1,0.116115,1,0,12,0,0,0,0,0,0,0,0,0,64,1
2,0,0,5,0,0,0,558,17,0.091221,3,1,0,0,0,0,0,0,3,0.4185,0,0,138,1
1,6,0,0,0,0,0,128,5,0.018002,8,12,0,0,0,0,0,0,0,0,0,0,71,1
1,10,2,1,1,0,0,504,7,0.027484,21,6,2,0,0,0,0,0,1,0.285484,4,0.000908,161,1
1,16,26,0,1,1,0,329,58,0.234667,10,4,40,0,2,0.026672,0,0,0,0,37,0.48548,458,1
1,2,0,0,0,0,0,558,3,0.005037,4,1,0,0,0,0,0,0,0,0,0,0,64,1
1,6,11,2,1,1,0,517,3,0.011516,12,2,2,0,1,0.012131,0,0,4,1.019756,1,0.000389,129,1
1,0,0,5,0,0,0,297,11,0.025799,1,0,0,0,0,0,0,0,0,0,0,0,140,1
1,0,3,1,0,0,0,223,1,0.121532,1,0,12,0,0,0,0,0,8,0.014923,0,0,66,1
1,0,0,4,0,0,1,362,16,0.073006,4,24,38,0,1,0.033453,0,0,5,0.003694,0,0,62,1
1,0,3,1,0,1,0,191,1,0.001775,0,0,0,0,1,0.002046,0,0,1,0.128859,0,0,42,1
1,2,2,1,1,1,0,633,10,0.05891,2,118,3,0,1,0.007391,0,0,0,0,6,0.021855,60,1
1,4,8,1,1,1,0,211,26,0.132659,15,10,6,39,1,0.089669,0,0,2,0.060312,2,0.033668,151,1
1,3,3,2,1,0,0,531,10,0.016779,5,5,0,0,1,0.017657,5,0.029006,1,0.001219,2,0.0021,283,1
1,0,0,0,1,0,0,542,15,0.029174,4,11,4,0,0,0,0,0,0,0,0,0,30,1
1,7,3,2,1,0,0,480,36,0.111579,58,24,0,0,1,0.011279,0,0,0,0,0,0,90,1
1,0,1,2,0,0,0,142,34,0.13481,1,1,6,0,0,0,0,0,0,0,5,0.057232,97,1
1,0,0,0,0,0,0,258,1,0.00235,3,0,0,0,0,0,0,0,1,0.217411,0,0,35,1
1,0,0,5,0,0,0,181,34,0.054654,20,21,0,0,0,0,0,0,0,0,0,0,75,1
1,23,1,0,1,1,0,159,1,0.012491,4,6,0,0,0,0,0,0,0,0,0,0,100,1
13,5,3,2,1,0,0,479,85,0.216331,22,68,3,12,2,0.012209,0,0,1,0.001104,2,0.00071,97,1
1,0,0,2,0,1,0,711,1,0.043079,4,0,0,0,1,0.014616,0,0,7,0.003551,0,0,64,1
1,8,1,0,0,0,0,188,18,0.094995,8,0,0,0,0,0,0,0,0,0,0,0,76,1
1,1,3,0,1,1,0,49,7,0.008698,3,7,0,0,1,0.007441,0,0,0,0,2,0.001405,42,1
1,3,16,0,1,1,0,658,29,0.092916,4,115,16,0,1,0.018069,20,0.151435,0,0,0,0,400,1
1,2,0,0,1,1,0,320,3,0.006337,0,4,0,0,0,0,0,0,0,0,0,0,39,1
1,13,2,1,1,0,0,214,11,0.101643,27,14,0,0,1,0.023003,0,0,8,0.02438,0,0,120,1
2,0,0,1,0,0,0,318,2,0.012032,2,0,12,1,1,0.004273,4,0.017987,1,0.000803,0,0,51,1
1,0,2,0,0,0,0,354,12,0.024971,0,35,3,0,1,0.008134,0,0,0,0,7,0.007023,43,1
3,0,0,1,0,0,0,82,1,0.001038,0,0,0,0,0,0,0,0,0,0,0,0,27,1
1,3,0,0,0,1,0,56,2,0.011365,3,1,0,0,0,0,0,0,0,0,0,0,64,1
2,7,0,3,0,0,0,470,33,0.265242,17,1,8,1,0,0,16,0.050921,5,0.051033,0,0,155,1
1,3,2,0,1,0,0,294,3,0.00469,4,3,0,0,1,0.001069,0,0,0,0,0,0,49,1
1,0,0,0,1,1,0,359,1,0.004452,0,1,0,0,0,0,0,0,0,0,0,0,27,1
1,1,3,0,1,1,0,62,8,0.009626,1,7,8,0,1,0.002623,0,0,0,0,6,0.003476,44,1
1,2,0,0,1,0,0,67,5,0.015966,0,0,0,0,0,0,0,0,1,0.1285,0,0,45,1
1,7,5,1,1,1,0,562,14,0.048396,2,8,0,7,2,0.017729,0,0,0,0,7,0.013804,65,1
1,0,0,0,0,0,0,131,1,0.003799,0,0,0,0,0,0,0,0,0,0,0,0,26,1
1,0,0,2,1,0,0,178,6,0.005652,2,3,0,0,0,0,0,0,1,0.015895,0,0,46,1
1,15,6,1,1,1,0,268,23,0.136413,5,19,4,0,1,0.006976,0,0,0,0,11,0.03835,185,1
1,1,2,2,1,1,0,536,77,0.107582,5,1,0,1,1,0.011654,7,0.017162,1,0.92336,62,0.085134,133,1
1,5,3,3,1,1,0,236,41,0.149139,22,13,0,6,1,0.006084,0,0,0,0,24,0.047213,93,1
1,0,3,6,0,0,0,108,27,0.026351,7,0,2,0,1,0.024749,0,0,2,0.99012,4,1.920313,179,1
1,0,0,1,0,0,0,89,3,0.012319,0,0,0,0,0,0,0,0,0,0,0,0,45,1
3,0,0,2,0,0,0,98,9,0.065307,4,1,8,0,0,0,0,0,0,0,0,0,40,1
1,0,0,1,0,0,0,330,1,0.014583,3,1,2,0,0,0,1,0.001572,1,0.008797,0,0,35,1
1,3,0,1,0,0,0,198,2,0.009072,0,2,0,0,0,0,0,0,0,0,0,0,42,1
2,0,0,1,0,0,0,351,3,0.002792,1,0,0,0,0,0,0,0,1,0.551028,0,0,28,1
1,1,2,0,1,0,0,44,2,0.00778,1,3,3,0,0,0,2,0.00337,0,0,2,0.001341,69,1
1,0,0,5,1,0,0,281,8,0.017017,11,2,3,0,0,0,0,0,3,0.002239,0,0,106,1
1,0,0,1,1,0,0,157,15,0.011727,0,2,0,0,0,0,0,0,12,0.074746,0,0,28,1
1,0,1,1,0,0,0,161,34,0.037232,3,0,21,0,1,0.008653,0,0,6,0.124915,0,0,57,1
1,4,2,1,1,1,0,1332,9,0.070005,3,6,6,0,1,0.011752,0,0,2,0.335644,0,0,92,1
1,12,9,5,1,1,0,577,17,0.139322,21,64,34,0,1,0.025388,0,0,0,0,0,0,98,1
1,0,1,1,1,0,0,247,7,0.026665,1,8,1,0,0,0,8,0.014399,0,0,0,0,96,1
1,0,0,1,0,0,0,365,2,0.011805,0,1,0,0,0,0,0,0,0,0,0,0,30,1
1,11,7,0,1,1,0,253,17,0.102048,25,23,1,0,1,0.011535,0,0,0,0,12,0.026611,87,1
1,0,0,1,0,0,0,260,5,0.026078,3,9,0,0,0,0,15,0.06634,4,0.012937,0,0,61,1
3,9,7,1,1,1,0,414,20,0.128121,27,8,8,0,1,0.023949,0,0,3,0.018598,0,0,388,1
1,0,0,0,0,0,0,139,5,0.001574,2,0,0,0,0,0,0,0,0,0,0,0,28,1
1,0,0,1,0,0,0,691,2,0.011066,1,2,0,0,0,0,0,0,2,0.033069,0,0,29,1
1,0,0,4,0,0,0,393,4,0.068702,6,1,7,0,0,0,0,0,1,0.000409,0,0,118,1
1,0,0,2,0,0,0,84,1,0.000109,1,0,0,0,0,0,38,47.384694,8,0.000687,0,0,42,1
1,8,6,1,1,0,0,264,23,0.064504,2,22,15,0,1,0.00959,0,0,4,0.82221,9,0.035712,65,1
1,10,1,1,1,1,0,85,10,0.04051,2,9,8,0,0,0,0,0,0,0,0,0,61,1
1,0,0,2,0,0,0,154,27,0.074591,2,9,2,3,0,0,11,0.040296,1,0.005378,0,0,119,1
3,12,2,1,1,0,0,344,17,0.049126,34,8,3,0,1,0.006113,0,0,0,0,0,0,167,1
4,2,3,4,0,0,0,724,25,0.083665,5,0,13,0,0,0,0,0,6,1.324631,0,0,134,1
4,6,4,1,1,0,0,304,10,0.052019,1,0,0,0,0,0,2,0.015699,2,0.013539,0,0,90,1
1,0,0,1,0,0,0,225,1,0.030093,1,0,0,0,0,0,0,0,1,0.03363,0,0,112,1
1,5,7,3,0,0,0,108,24,0.107772,8,9,5,0,2,0.03837,0,0,1,0.335256,0,0,275,1
1,0,1,1,0,0,0,238,22,0.018989,0,0,0,0,0,0,0,0,3,0.216605,0,0,59,1
2,2,0,2,0,0,0,55,1,0.003858,3,1,0,0,0,0,44,0.050231,0,0,0,0,52,1
1,9,5,0,1,1,0,236,13,0.044384,16,8,42,0,1,0.003165,0,0,2,0.022346,4,0.00326,147,1
2,0,0,4,0,0,0,3026,6,0.007757,3,0,0,0,0,0,0,0,0,0,0,0,139,1
1,2,5,1,0,0,0,101,10,0.048327,1,1,1,0,0,0,72,4.869546,24,0.760712,0,0,76,1
1,5,3,0,1,1,0,394,13,0.035599,7,8,0,0,1,0.005225,0,0,4,0.048546,0,0,85,1
1,5,1,0,1,0,0,114,14,0.028131,11,6,0,0,0,0,0,0,2,0.001402,0,0,121,1
1,6,0,4,0,0,0,87,7,0.026264,0,0,0,0,0,0,0,0,0,0,0,0,168,1
1,7,8,2,0,0,1,293,52,0.270495,9,24,2,4,1,0.01546,14,0.186201,4,0.371239,0,0,250,1
1,0,1,2,0,0,0,338,3,0.031067,1,1,3,0,0,0,6,0.025849,0,0,0,0,45,1
2,0,0,3,0,0,0,140,1,0.026599,1,0,0,0,0,0,0,0,1,0.005547,0,0,37,1
1,17,7,2,1,1,0,330,32,0.352018,22,38,0,3,0,0,3,0.018004,4,0.7352,2,0.006017,230,1
1,0,0,1,0,0,0,52,4,0.005623,1,0,0,0,0,0,0,0,3,0.009408,0,0,33,1
1,0,1,4,0,0,0,538,19,0.095114,2,1,5,0,0,0,0,0,2,0.0892,0,0,103,1
1,0,0,3,0,1,0,212,10,0.00669,4,8,1,0,0,0,0,0,2,0.209177,0,0,70,1
2,0,0,2,1,0,0,176,13,0.086739,7,15,0,0,0,0,0,0,4,0.009201,0,0,48,1
1,12,3,1,1,0,0,580,19,0.063761,25,18,5,0,1,0.026745,0,0,2,0.017866,0,0,158,1
1,2,0,2,0,0,0,662,43,0.0559,3,6,0,0,1,0.026446,2,0.01087,5,0.610097,0,0,112,1
4,8,0,1,0,0,0,85,18,0.136023,7,0,0,10,1,0.021522,0,0,6,0.388689,0,0,63,1
2,0,4,3,0,0,0,97,2,0.112942,4,0,17,0,0,0,0,0,4,0.002034,0,0,79,1
1,0,0,4,0,0,0,386,9,0.021958,5,0,3,0,0,0,0,0,0,0,0,0,97,1
1,4,5,0,1,0,0,590,5,0.019667,4,9,2,0,1,0.003384,0,0,0,0,1,0.001624,117,1
1,7,9,0,1,1,0,120,40,0.123875,25,6,41,0,3,0.111883,0,0,1,0.002927,7,0.032736,231,1
1,0,0,0,1,0,0,108,9,0.101162,10,17,1,0,0,0,0,0,2,0.116998,0,0,51,1
1,7,6,1,1,0,0,129,7,0.046675,4,15,0,0,1,0.004625,0,0,0,0,3,0.020623,89,1
1,2,2,1,1,1,0,280,3,0.039071,1,9,0,0,2,0.001185,20,0.143943,0,0,0,0,65,1
4,12,1,4,1,0,0,432,58,0.44127,34,60,4,0,1,0.039309,18,0.027024,5,0.017571,0,0,285,1
1,14,2,1,1,0,0,482,3,0.034553,20,2,0,0,1,0.025235,0,0,1,0.005912,0,0,225,1
1,0,2,1,0,0,0,357,7,0.061307,0,0,0,5,0,0,0,0,2,0.03644,0,0,38,1
2,3,2,6,1,0,0,93,7,0.039754,5,16,0,0,2,0.011754,0,0,0,0,6,0.024837,115,0
1,4,2,1,0,0,0,684,3,0.058436,6,5,1,0,1,0.023254,4,0.006952,5,0.025146,1,0.020638,240,1
8,11,10,2,1,1,0,253,12,0.168349,10,1,0,1,5,0.144451,15,0.14017,8,0.007507,13,0.039452,407,1
1,3,3,1,1,1,0,73,4,0.024035,6,3,0,0,2,0.171542,0,0,0,0,1,0.003817,108,1
1,0,0,0,0,0,0,190,8,0.007533,0,0,0,0,0,0,0,0,0,0,0,0,32,1
3,13,5,1,0,1,0,386,42,0.05668,14,0,5,0,0,0,0,0,9,0.563051,0,0,212,1
2,0,0,1,0,0,0,381,12,0.013938,0,0,2,0,0,0,3,0.008246,2,0.031043,0,0,37,1
7,7,10,1,0,1,0,1178,48,0.442262,7,2,11,0,4,0.25244,0,0,17,0.109773,0,0,201,1
1,5,0,0,1,0,0,282,1,0.05225,0,17,5,0,0,0,0,0,1,0.025274,0,0,62,1
1,0,1,2,1,1,0,364,6,0.049931,1,0,0,1,1,0.00708,0,0,0,0,0,0,72,1
1,10,2,1,1,0,0,955,16,0.050398,14,6,0,0,0,0,0,0,0,0,0,0,116,1
5,5,0,0,0,0,0,534,28,0.040792,2,0,0,0,0,0,0,0,3,0.124632,0,0,121,1
1,7,7,1,1,1,0,284,9,0.024178,1,10,14,0,1,0.005472,0,0,0,0,7,0.019487,66,1
1,1,4,5,0,0,0,110,44,0.223652,3,2,128,0,0,0,2,0.023681,87,0.170295,0,0,157,1
1,0,1,0,1,0,0,282,2,0.005805,0,3,0,0,0,0,0,0,0,0,3,0.003636,37,1
1,0,0,1,0,0,0,182,11,0.007827,1,0,0,0,0,0,0,0,2,0.001089,0,0,26,1
1,2,0,4,0,0,0,331,29,0.151561,6,1,4,0,1,0.119275,51,0.844893,0,0,0,0,136,1
1,1,0,0,0,0,0,42,5,0.021874,1,1,1,0,0,0,6,0.017772,1,0.002854,0,0,86,1
1,0,0,1,0,0,0,145,1,0.007324,0,1,0,0,0,0,0,0,0,0,0,0,24,1
1,0,3,1,1,1,0,458,14,0.055782,0,0,0,0,0,0,0,0,0,0,1,0.001808,43,1
1,0,3,5,0,0,0,244,5,0.160221,2,1,7,0,0,0,11,0.201606,2,0.102261,0,0,111,1
3,3,1,0,0,0,0,371,31,0.026708,2,1,2,0,1,0.024927,0,0,1,0.018832,0,0,128,1
1,9,4,1,1,0,0,428,24,0.218431,14,16,10,0,1,0.002862,17,0.188345,3,0.226527,0,0,214,1
2,0,2,1,1,1,0,361,7,0.069257,0,18,0,0,1,0.019003,10,0.039813,0,0,4,0.015929,89,1
1,2,9,1,1,0,0,360,20,0.076456,4,6,15,0,0,0,0,0,0,0,1,0.012423,111,1
1,2,1,1,1,1,0,77,8,0.008372,1,6,0,0,0,0,6,0.00415,0,0,0,0,77,1
2,4,0,1,0,0,0,150,4,0.025481,4,10,2,0,0,0,0,0,2,0.014936,0,0,132,1
3,7,3,1,0,0,0,375,8,0.044853,7,1,0,0,1,0.059866,0,0,1,0.069302,1,0.001873,177,1
1,1,2,0,1,0,0,795,7,0.033006,1,4,0,0,0,0,0,0,0,0,7,0.013674,53,1
1,6,2,0,1,1,0,186,11,0.088037,4,0,0,0,1,0.018002,4,0.009839,1,0.000898,0,0,88,1
1,0,0,1,0,0,0,160,1,0.014809,1,0,17,0,0,0,0,0,0,0,0,0,31,1
1,6,2,1,1,1,0,364,1,0.007852,5,4,0,0,0,0,0,0,0,0,1,0.001425,51,1
2,6,0,0,0,0,0,95,14,0.028927,15,14,0,0,0,0,1,0.008519,1,0.005712,0,0,287,1
1,1,0,1,0,0,0,27,47,0.057498,1,39,0,5,0,0,0,0,0,0,0,0,71,1
1,1,1,0,1,0,0,186,5,0.009635,1,11,0,0,0,0,0,0,0,0,0,0,39,1
1,5,4,0,1,1,0,515,35,0.130372,15,53,8,0,9,0.037495,0,0,3,0.000985,0,0,135,1
1,0,0,1,0,0,0,45,1,0.03091,1,2,0,0,0,0,22,0.170837,3,0.119893,0,0,37,1
2,0,2,0,0,0,0,379,2,0.007539,0,1,0,0,0,0,0,0,0,0,0,0,42,1
1,0,5,6,0,1,0,220,13,0.049831,0,0,0,0,0,0,0,0,1,0.04788,0,0,73,1
1,6,2,1,0,0,1,261,75,0.701745,7,2,10,4,5,0.05285,66,0.476168,0,0,0,0,564,1
1,3,1,2,1,1,0,112,1,0.020883,10,5,2,0,0,0,0,0,0,0,1,0.00322,92,1
1,0,0,1,0,0,0,415,60,0.042781,0,1,0,0,0,0,0,0,0,0,0,0,37,1
1,5,0,1,1,0,0,236,12,0.032091,22,17,3,0,0,0,7,0.007658,1,0.001104,0,0,140,1
1,0,0,5,0,0,0,498,1,0.081802,4,0,2,1,0,0,0,0,0,0,0,0,40,1
1,2,0,1,1,0,0,153,1,0.000653,2,1,0,0,0,0,0,0,0,0,0,0,29,1
1,3,0,0,1,1,0,214,7,0.021889,3,4,0,0,0,0,4,0.006729,0,0,0,0,112,1
1,3,0,1,0,0,1,104,3,0.032897,3,1,0,1,0,0,0,0,0,0,0,0,70,1
1,2,4,1,1,0,0,231,6,0.016981,3,11,0,0,0,0,0,0,0,0,1,0.000536,47,1
1,6,10,0,1,1,0,295,19,0.163423,2,48,25,0,1,0.058386,0,0,0,0,0,0,78,1
1,0,0,7,0,1,0,352,5,0.002589,11,0,0,0,0,0,0,0,0,0,0,0,53,1
1,2,0,0,1,1,0,252,5,0.038366,3,8,0,0,0,0,0,0,0,0,0,0,43,1
1,0,6,1,1,1,0,356,44,0.138318,3,105,0,0,0,0,105,0.44671,0,0,0,0,405,1
1,1,1,1,1,1,0,267,9,0.039857,0,19,0,0,0,0,0,0,0,0,14,0.11422,72,1
1,0,0,1,0,0,0,213,21,0.037222,0,0,0,0,0,0,0,0,2,0.085566,0,0,29,1
1,7,2,1,1,1,0,380,11,0.043571,47,15,0,0,1,0.006293,0,0,0,0,0,0,88,1
2,4,1,1,1,0,0,232,13,0.0228,10,4,8,0,1,0.007391,116,0.435569,3,0.588465,0,0,122,1
1,13,0,1,0,0,0,300,1,0.001368,19,2,0,0,0,0,0,0,0,0,0,0,116,1
4,0,0,6,0,0,0,997,1,0.021908,2,0,0,0,0,0,0,0,2,0.001441,0,0,100,1
2,0,0,2,0,0,0,215,3,0.00557,0,1,0,0,0,0,5,0.016905,0,0,0,0,42,1
1,4,0,0,0,0,0,296,1,0.005776,1,0,0,0,0,0,0,0,0,0,0,0,44,1
2,1,0,4,0,0,0,383,7,0.00705,3,0,4,0,0,0,10,0.050029,0,0,0,0,95,1
1,2,2,1,1,0,0,808,9,0.03202,3,0,0,0,1,0.022575,0,0,0,0,0,0,54,1
2,1,1,1,0,0,0,134,2,0.020597,5,1,0,0,0,0,0,0,0,0,0,0,36,1
3,1,0,3,0,0,0,314,57,0.135144,9,20,30,2,0,0,0,0,0,0,0,0,74,1
2,0,1,2,0,0,0,271,2,0.009131,0,1,7,0,0,0,0,0,2,0.467339,0,0,113,1
1,1,0,0,1,0,0,117,3,0.036217,1,1,0,0,0,0,0,0,0,0,0,0,48,1
1,1,0,0,1,1,0,371,13,0.008843,1,7,2,0,0,0,0,0,1,0.02248,0,0,54,1
1,0,0,1,0,0,0,415,7,0.008641,1,1,0,0,0,0,2,0.029353,0,0,0,0,58,1
1,0,1,0,0,0,0,280,3,0.009676,3,0,0,0,0,0,0,0,1,0.001322,0,0,31,1
1,4,2,1,0,0,0,71,3,0.017765,4,1,6,0,1,0.010951,4,0.015215,3,0.002017,0,0,69,1
1,2,0,0,0,0,0,263,1,0.003994,1,0,0,0,0,0,0,0,0,0,0,0,41,1
1,3,4,2,1,1,0,153,4,0.02394,12,17,0,0,3,0.01561,0,0,0,0,4,0.003535,68,1
1,9,5,2,1,0,0,275,41,0.143641,2,45,0,0,1,0.012902,0,0,3,2.49454,1,0.003559,94,1
1,6,3,1,1,1,0,168,6,0.02523,12,20,0,0,0,0,0,0,0,0,6,0.003986,52,1
1,1,2,1,1,1,0,510,16,0.128455,2,14,0,0,0,0,0,0,0,0,1,0.0104,198,1
4,2,0,0,1,0,0,152,26,0.209708,6,13,4,0,0,0,0,0,72,0.03657,0,0,67,1
1,1,6,1,1,0,0,302,3,0.020926,1,3,0,0,1,0.017622,0,0,0,0,3,0.002204,1001,1
1,0,1,1,0,0,0,296,2,0.004376,1,2,0,0,0,0,8,0.051718,0,0,0,0,44,1
1,4,7,4,1,1,0,201,28,0.056827,10,19,5,0,2,0.031028,4,0.004884,4,0.051766,1,0.00065,378,1
1,0,0,3,0,0,0,379,1,0.021384,3,7,0,0,0,0,0,0,1,0.482964,0,0,84,1
1,0,0,0,0,0,0,113,12,0.023615,0,0,0,0,0,0,0,0,1,0.016054,0,0,28,1
1,0,0,5,0,0,0,291,6,0.050563,6,1,0,0,0,0,0,0,1,0.004239,0,0,117,1
1,11,0,2,1,0,0,1225,93,0.482032,5,0,0,0,0,0,0,0,5,0.015736,0,0,117,1
1,5,1,1,0,1,0,301,15,0.125212,7,17,34,0,0,0,3,0.003771,0,0,16,0.134821,348,1
1,18,3,1,1,0,0,157,23,0.07542,20,0,0,0,1,0.008796,4,0.003886,2,0.200046,0,0,386,1
1,6,4,0,0,0,0,296,1,0.016486,0,0,0,0,1,0.012535,0,0,0,0,0,0,128,1
1,0,0,0,0,0,0,109,1,0.010779,0,0,0,0,0,0,0,0,0,0,0,0,27,1
1,5,3,0,1,0,0,294,14,0.103733,1,14,0,0,1,0.039087,0,0,0,0,0,0,56,1
1,0,0,0,0,0,0,240,3,0.004063,0,0,0,0,0,0,0,0,0,0,0,0,27,1
1,0,0,3,0,1,0,190,9,0.076868,2,5,2,0,0,0,0,0,3,0.016933,0,0,123,1
4,0,0,2,0,0,0,145,7,0.015856,0,0,4,0,0,0,0,0,2,0.006588,0,0,113,1
1,10,12,5,0,1,0,286,22,0.2572,14,1,62,1,4,0.172191,3,0.009521,0,0,0,0,146,1
1,6,5,0,1,1,0,59,4,0.004775,1,3,0,0,1,0.003748,0,0,0,0,2,0.000197,47,1
2,0,1,3,0,0,0,337,2,0.017569,3,6,2,0,0,0,1,0.000978,1,0.000587,0,0,54,1
2,5,0,0,0,0,0,233,5,0.041619,6,1,0,0,0,0,0,0,0,0,0,0,100,1
2,0,0,6,0,0,0,201,2,0.0069,4,0,0,0,0,0,0,0,1,0.426225,0,0,96,1
1,1,0,1,1,0,0,487,23,0.067725,0,0,0,0,0,0,0,0,1,0.003562,0,0,50,1
4,0,0,1,0,0,0,236,3,0.054332,1,2,6,0,0,0,18,0.332273,2,0.01865,0,0,53,1
1,4,2,2,0,0,0,224,44,0.21479,1,19,31,0,1,0.061044,0,0,2,0.167317,0,0,142,1
1,1,0,0,0,0,0,1325,12,0.0294,0,1,0,0,0,0,0,0,2,0.007642,0,0,52,1
1,0,0,3,0,0,0,138,15,0.029077,1,1,1,0,0,0,0,0,1,0.001393,0,0,39,1
1,1,0,0,0,0,0,380,11,0.006049,1,0,2,0,0,0,0,0,0,0,0,0,32,1
1,0,0,0,0,0,0,883,4,0.008891,0,0,0,0,0,0,0,0,0,0,0,0,30,1
2,7,0,0,0,0,0,568,9,0.053486,7,0,0,0,0,0,0,0,0,0,0,0,147,1
1,2,0,1,1,0,0,406,1,0.008499,2,0,2,0,0,0,0,0,0,0,0,0,47,1
1,0,0,2,0,0,0,280,14,0.020755,0,1,0,0,0,0,1,0.000387,4,0.107487,0,0,59,1
1,2,0,1,0,0,0,220,10,0.069137,3,10,0,0,0,0,0,0,3,0.179898,0,0,89,1
1,0,1,0,1,0,0,120,1,0.000701,0,1,0,0,0,0,0,0,0,0,1,0.000237,40,1
4,5,2,0,0,1,0,146,39,0.371179,9,1,0,0,0,0,0,0,0,0,0,0,228,1
1,1,0,0,1,0,0,349,8,0.032383,0,1,0,0,0,0,0,0,0,0,0,0,44,1
1,1,0,2,0,0,0,85,28,0.096776,4,1,5,0,1,0.026545,65,0.233745,0,0,0,0,82,1
3,0,0,8,1,0,0,299,1,0.035248,11,4,6,0,0,0,5,0.010343,0,0,0,0,139,1
1,1,0,1,1,0,0,953,4,0.042366,3,0,0,0,0,0,9,0.049524,0,0,0,0,134,1
2,0,0,1,0,0,0,351,2,0.010153,0,0,1,0,0,0,0,0,0,0,0,0,32,1
1,4,10,1,1,1,0,1155,60,0.190662,22,33,9,0,2,0.024858,0,0,5,0.030294,8,0.107837,145,1
1,2,0,2,0,0,0,211,1,0.021818,8,0,0,0,0,0,0,0,0,0,0,0,37,1
1,0,0,2,0,0,0,170,1,0.020037,1,0,0,0,0,0,0,0,0,0,0,0,36,1
1,0,0,0,0,0,0,463,22,0.047468,2,0,0,0,0,0,0,0,12,0.093214,0,0,59,1
1,5,0,1,0,0,0,409,12,0.029299,7,0,0,0,0,0,0,0,7,0.007855,0,0,137,1
1,1,0,1,0,0,0,278,1,0.00268,0,1,0,0,0,0,0,0,0,0,0,0,59,1
1,6,1,1,0,0,0,487,18,0.148832,4,1,4,0,1,0.015108,0,0,2,0.039502,0,0,325,1
